over_id,over_overNumber,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled
18060,21,2,327,,41,Sri Lanka v England ODI - Men's,2,1,England Men,9,Sri Lanka Men,2018-10-20T10:56:56Z,5,False,593,Akila Dananjaya,82,Eoin Morgan,193,Joe Root,349,81,Right,Cover,0,0,0,0,LengthBall,OutsideOff,NotOut,None,FrontFoot,Drive,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,True,69,False,False,False,False,False,False,0,0,0,0,0,False,False
18060,21,2,327,,41,Sri Lanka v England ODI - Men's,2,1,England Men,9,Sri Lanka Men,2018-10-20T10:57:21Z,6,False,593,Akila Dananjaya,82,Eoin Morgan,193,Joe Root,327,54,Right,Short Extra Cover,0,0,0,0,HalfVolley,OutsideOff,NotOut,None,FrontFoot,Drive,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,True,69,False,False,False,False,False,False,0,0,0,0,0,False,False
18061,22,4,327,,41,Sri Lanka v England ODI - Men's,2,1,England Men,9,Sri Lanka Men,2018-10-20T10:58:34Z,1,False,556,Dhananjaya de Silva,193,Joe Root,82,Eoin Morgan,63,92,Left,Short Fine Leg,1,1,1,0,FullToss,DownLeg,NotOut,TopEdge,FrontFoot,Sweep,OffBreak,Round,OffSpin,Left,Null,OverWaistHeight,False,True,False,False,False,True,119,False,False,False,False,False,False,0,0,0,0,1,False,False
18061,22,4,327,,41,Sri Lanka v England ODI - Men's,2,1,England Men,9,Sri Lanka Men,2018-10-20T10:59:38Z,1,False,556,Dhananjaya de Silva,193,Joe Root,82,Eoin Morgan,270,40,Left,Bowler,0,0,0,0,HalfVolley,LegStump,NotOut,None,FrontFoot,Drive,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,True,119,True,False,False,False,False,False,0,0,0,0,0,False,False
18061,22,4,327,,41,Sri Lanka v England ODI - Men's,2,1,England Men,9,Sri Lanka Men,2018-10-20T11:00:00Z,2,False,556,Dhananjaya de Silva,193,Joe Root,82,Eoin Morgan,358,130,Left,Deep Square Leg,1,0,1,1,LengthBall,DownLeg,NotOut,None,FrontFoot,Worked,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,True,119,False,False,False,False,False,False,1,0,0,0,0,False,False
18061,22,4,327,,41,Sri Lanka v England ODI - Men's,2,1,England Men,9,Sri Lanka Men,2018-10-20T11:00:35Z,3,False,556,Dhananjaya de Silva,82,Eoin Morgan,193,Joe Root,295,142,Right,Long Off,1,0,1,1,HalfVolley,OffStump,NotOut,None,FrontFoot,Drive,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,True,119,False,False,False,False,False,False,1,0,0,0,0,False,False
18061,22,4,327,,41,Sri Lanka v England ODI - Men's,2,1,England Men,9,Sri Lanka Men,2018-10-20T11:00:59Z,4,False,556,Dhananjaya de Silva,193,Joe Root,82,Eoin Morgan,270,40,Left,Bowler,0,0,0,0,LengthBall,OffStump,NotOut,None,FrontFoot,Pushed,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,True,119,False,False,False,False,False,False,0,0,0,0,0,False,False
18061,22,4,327,,41,Sri Lanka v England ODI - Men's,2,1,England Men,9,Sri Lanka Men,2018-10-20T11:01:11Z,5,False,556,Dhananjaya de Silva,193,Joe Root,82,Eoin Morgan,270,40,Left,Bowler,0,0,0,0,LengthBall,MiddleStump,NotOut,None,BackFoot,BackwardDefensive,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,True,119,False,False,False,False,False,False,0,0,0,0,0,False,False
18061,22,4,327,,41,Sri Lanka v England ODI - Men's,2,1,England Men,9,Sri Lanka Men,2018-10-20T11:01:31Z,6,False,556,Dhananjaya de Silva,193,Joe Root,82,Eoin Morgan,336,75,Left,Mid Wicket,1,0,1,1,LengthBall,LegStump,NotOut,None,FrontFoot,Worked,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,True,119,False,False,False,False,False,False,1,0,0,0,0,False,False
18062,23,3,327,,41,Sri Lanka v England ODI - Men's,2,1,England Men,9,Sri Lanka Men,2018-10-20T11:02:52Z,1,False,562,Lasith Malinga,193,Joe Root,82,Eoin Morgan,346,126,Left,Deep Mid Wicket,1,0,1,1,BackOfALength,OffStump,NotOut,None,BackFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,69,False,False,False,False,False,False,1,0,0,0,0,False,False
18062,23,3,327,,41,Sri Lanka v England ODI - Men's,2,1,England Men,9,Sri Lanka Men,2018-10-20T11:03:30Z,2,False,562,Lasith Malinga,82,Eoin Morgan,193,Joe Root,90,48,Right,Wicketkeeper,0,0,0,0,Short,LegStump,NotOut,Missed,BackFoot,Fended,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,69,False,False,False,False,False,False,0,0,0,0,0,False,False
18062,23,3,327,,41,Sri Lanka v England ODI - Men's,2,1,England Men,9,Sri Lanka Men,2018-10-20T11:04:15Z,3,False,562,Lasith Malinga,82,Eoin Morgan,193,Joe Root,192,112,Right,Square Leg,1,0,1,1,HalfVolley,DownLeg,NotOut,None,FrontFoot,Worked,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,False,True,69,False,False,False,False,False,False,1,0,0,0,0,False,False
18062,23,3,327,,41,Sri Lanka v England ODI - Men's,2,1,England Men,9,Sri Lanka Men,2018-10-20T11:05:02Z,4,False,562,Lasith Malinga,193,Joe Root,82,Eoin Morgan,286,88,Left,Mid On,0,0,0,0,LengthBall,OffStump,NotOut,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,69,False,False,False,False,False,False,0,0,0,0,0,False,False
18062,23,3,327,,41,Sri Lanka v England ODI - Men's,2,1,England Men,9,Sri Lanka Men,2018-10-20T11:05:34Z,5,False,562,Lasith Malinga,193,Joe Root,82,Eoin Morgan,289,84,Left,Mid On,0,0,0,0,BackOfALength,OutsideOff,NotOut,None,BackFoot,Pushed,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,69,False,False,False,False,False,False,0,0,0,0,0,False,False
18062,23,3,327,,41,Sri Lanka v England ODI - Men's,2,1,England Men,9,Sri Lanka Men,2018-10-20T11:06:11Z,6,False,562,Lasith Malinga,193,Joe Root,82,Eoin Morgan,195,135,Left,Deep Cover,1,0,1,1,HalfVolley,OutsideOff,NotOut,None,FrontFoot,Drive,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,False,True,69,False,False,False,False,False,False,1,0,0,0,0,False,False
18063,24,5,327,,41,Sri Lanka v England ODI - Men's,2,1,England Men,9,Sri Lanka Men,2018-10-20T11:07:26Z,1,False,556,Dhananjaya de Silva,193,Joe Root,82,Eoin Morgan,144,72,Left,Short Third Man,0,0,0,0,LengthBall,OutsideOff,NotOut,None,FrontFoot,Steer,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,True,119,False,False,False,False,False,False,0,0,0,0,0,False,False
18063,24,5,327,,41,Sri Lanka v England ODI - Men's,2,1,England Men,9,Sri Lanka Men,2018-10-20T11:07:42Z,2,False,556,Dhananjaya de Silva,193,Joe Root,82,Eoin Morgan,346,126,Left,Deep Mid Wicket,1,0,1,1,LengthBall,OffStump,NotOut,None,DownTheTrack,Worked,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,True,119,False,False,False,False,False,False,1,0,0,0,0,False,False
18063,24,5,327,,41,Sri Lanka v England ODI - Men's,2,1,England Men,9,Sri Lanka Men,2018-10-20T11:08:04Z,3,False,556,Dhananjaya de Silva,82,Eoin Morgan,193,Joe Root,200,88,Right,Mid Wicket,1,0,1,1,BackOfALength,MiddleStump,NotOut,None,BackFoot,Worked,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,True,119,False,False,False,False,False,False,1,0,0,0,0,False,False
