over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,id,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,shotAngle,shotMagnitude,matchName
1605113,17,9.29,9,0,0,158,4,9,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546150,2026-07-01T17:53:48Z,4,102,False,,,,200,Adil Rashid,2465,Shivam Dube,10922,Shreyas Iyer,Left,Long Off,1,0,1,1,,BackOfALength,MiddleStump,,WellTimed,BackFoot,Pushed,Googly,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,298.0,136.0,
1605113,17,9.29,9,0,0,158,4,9,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546151,2026-07-01T17:54:24Z,5,103,False,,,,200,Adil Rashid,10922,Shreyas Iyer,2465,Shivam Dube,Right,Backward Square Leg,0,1,1,0,,BackOfALength,OffStump,,HitPad,FrontFoot,Slog,Googly,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,True,False,True,,False,False,False,False,False,False,1,0,0,1,0,False,False,20.0,56.0,
1605113,17,9.29,9,0,0,158,4,9,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546152,2026-07-01T17:54:52Z,6,104,False,,,,200,Adil Rashid,2465,Shivam Dube,10922,Shreyas Iyer,Left,Deep Extra Cover,1,0,1,1,,BackOfALength,MiddleStump,,WellTimed,BackFoot,Pushed,LegSpinner,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,314.0,135.0,
1605114,18,9.17,7,1,0,165,5,7,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546153,2026-07-01T17:55:59Z,1,105,False,,,,646,Saqib Mahmood,2465,Shivam Dube,10922,Shreyas Iyer,Left,Deep Square Leg,1,0,1,1,,BackOfALength,LegStump,,WellTimed,BackFoot,Slog,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,209.0,136.0,
1605114,18,9.17,7,1,0,165,5,7,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546154,2026-07-01T17:56:34Z,2,106,False,,,,646,Saqib Mahmood,10922,Shreyas Iyer,2465,Shivam Dube,Right,,4,0,4,4,,Short,OutsideOff,,Middled,DeepInCrease,Pull,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,False,False,False,False,4,0,0,0,0,True,False,306.0,178.0,
1605114,18,9.17,7,1,0,165,5,7,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546155,2026-07-01T17:57:16Z,3,107,False,,,,646,Saqib Mahmood,10922,Shreyas Iyer,2465,Shivam Dube,Right,Backward Square Leg,1,0,1,1,,BackOfALength,OutsideOff,,BatPad,BackFoot,Worked,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,True,23.0,76.0,
1605114,18,9.17,7,1,0,165,5,7,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546156,2026-07-01T17:58:00Z,4,108,False,,,,646,Saqib Mahmood,2465,Shivam Dube,10922,Shreyas Iyer,Left,Deep Mid Wicket,1,0,1,1,,Short,DownLeg,,WellTimed,BackFoot,Pull,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,220.0,129.0,
1605114,18,9.17,7,1,0,165,5,7,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546163,2026-07-01T17:58:40Z,5,109,True,Lbw,10922.0,Shreyas Iyer,646,Saqib Mahmood,10922,Shreyas Iyer,2465,Shivam Dube,Right,,0,0,0,0,LBW,HalfVolley,OffStump,Lbw,HitPad,FrontFoot,Flick,NoMovement,Over,FastSeam,Right,Null,OutReviewLost,Null,False,False,False,False,False,True,1942.0,False,False,False,False,False,True,0,0,0,0,0,False,False,,,
1605114,18,9.17,7,1,0,165,5,7,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546171,2026-07-01T18:01:00Z,6,110,False,,,,646,Saqib Mahmood,10208,Harshit Rana,2465,Shivam Dube,Right,Wicketkeeper,0,0,0,0,,LengthBall,OutsideOff,,Missed,FrontFoot,Cut,SeamIn,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,0,0,0,0,0,False,False,,,
1605120,19,9.42,14,1,0,179,6,14,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546178,2026-07-01T18:02:05Z,1,111,False,,,,200,Adil Rashid,2465,Shivam Dube,10208,Harshit Rana,Left,Deep Backward Square Leg,2,0,2,2,,HalfVolley,DownLeg,,InsideEdge,FrontFoot,Slog,LegSpinner,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,2,0,0,0,0,False,False,154.0,123.0,
1605120,19,9.42,14,1,0,179,6,14,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546184,2026-07-01T18:02:42Z,2,112,False,,,,200,Adil Rashid,2465,Shivam Dube,10208,Harshit Rana,Left,,6,0,6,6,,HalfVolley,DownLeg,,Middled,FrontFoot,Slog,LegSpinner,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,False,False,False,False,6,0,0,0,0,True,False,206.0,174.0,
1605120,19,9.42,14,1,0,179,6,14,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546190,2026-07-01T18:03:25Z,3,113,False,,,,200,Adil Rashid,2465,Shivam Dube,10208,Harshit Rana,Left,Deep Mid Wicket,1,0,1,1,,BackOfALength,LegStump,,None,FrontFoot,Slog,LegSpinner,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,218.0,144.0,
1605120,19,9.42,14,1,0,179,6,14,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546198,2026-07-01T18:03:59Z,4,114,True,Stumped,10208.0,Harshit Rana,200,Adil Rashid,10208,Harshit Rana,2465,Shivam Dube,Right,Wicketkeeper,0,0,0,0,Stumped,BackOfALength,OffStump,Stumped,Missed,DownTheTrack,Slog,Googly,Over,LegSpin,Right,Null,OutThirdUmpire,Null,False,False,False,False,False,True,1825.0,False,False,False,False,False,True,0,0,0,0,0,False,False,,,
1605120,19,9.42,14,1,0,179,6,14,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546206,2026-07-01T18:06:01Z,5,115,False,,,,200,Adil Rashid,10908,Axar Patel,2465,Shivam Dube,Left,Deep Cover,1,0,1,1,,BackOfALength,OutsideOff,,None,BackFoot,Cut,LegSpinner,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,357.0,133.0,
1605120,19,9.42,14,1,0,179,6,14,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546211,2026-07-01T18:06:40Z,6,116,False,,,,200,Adil Rashid,2465,Shivam Dube,10908,Axar Patel,Left,,4,0,4,4,,HalfVolley,OutsideOff,,Middled,FrontFoot,Drive,LegSpinner,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,4,0,0,0,0,True,False,299.0,179.0,
1605126,20,9.45,10,1,0,189,7,10,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546222,2026-07-01T18:08:07Z,1,117,False,,,,223,Sam Curran,10908,Axar Patel,2465,Shivam Dube,Left,Long Off,1,0,1,1,,HalfVolley,OutsideOff,,None,FrontFoot,Slog,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,288.0,151.0,
1605126,20,9.45,10,1,0,189,7,10,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546229,2026-07-01T18:09:06Z,2,118,False,,,,223,Sam Curran,2465,Shivam Dube,10908,Axar Patel,Left,Wicketkeeper,1,0,1,1,,FullToss,OutsideOff,,TopEdge,FrontFoot,Slog,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,True,164.0,64.0,
1605126,20,9.45,10,1,0,189,7,10,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546235,2026-07-01T18:09:54Z,3,119,False,,,,223,Sam Curran,10908,Axar Patel,2465,Shivam Dube,Left,Long On,1,0,1,1,,Short,OffStump,,MisTimed,BacksAway,Pull,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,243.0,104.0,
1605126,20,9.45,10,1,0,189,7,10,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546240,2026-07-01T18:10:39Z,4,120,False,,,,223,Sam Curran,2465,Shivam Dube,10908,Axar Patel,Left,,6,0,6,6,,Short,OutsideOff,,Middled,BackFoot,Pull,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,False,False,False,False,6,0,0,0,0,True,False,172.0,169.0,
1605126,20,9.45,10,1,0,189,7,10,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546250,2026-07-01T18:11:55Z,5,121,False,,,,223,Sam Curran,2465,Shivam Dube,10908,Axar Patel,Left,Long Off,1,0,1,1,,Yorker,OutsideOff,,None,FrontFoot,Drive,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,295.0,148.0,
1605126,20,9.45,10,1,0,189,7,10,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546259,2026-07-01T18:12:38Z,6,122,True,RunOut,10908.0,Axar Patel,223,Sam Curran,10908,Axar Patel,2465,Shivam Dube,Left,Wicketkeeper,0,0,0,0,Run out,LengthBall,OutsideOff,RunOut,Left,NoMovement,Leave,LegCutter,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,1942.0,False,False,False,False,False,False,0,0,0,0,0,False,False,,,
