over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,totalBallNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,catchDifficulty
1112270,2,7.5,6.0,1.0,0.0,15.0,1.0,6.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:07:39Z,5,10,False,408,Sophie Devine,433,Tammy Beaumont,390,Sophia Dunkley,0,147,Deep Square Leg,1,0,1,1,LengthBall,MiddleStump,NotOut,None,DownTheTrack,Worked,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,0.0
1112275,3,8.33,10.0,0.0,0.0,25.0,1.0,10.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:08:33Z,1,11,False,15012,Tilly Corteen-Coleman,433,Tammy Beaumont,390,Sophia Dunkley,156,79,Backward Point,0,0,0,0,FullToss,DownLeg,NotOut,MisTimed,FrontFoot,ReverseSweep,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,1157,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1112275,3,8.33,10.0,0.0,0.0,25.0,1.0,10.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:09:23Z,2,12,False,15012,Tilly Corteen-Coleman,433,Tammy Beaumont,390,Sophia Dunkley,43,187,Fine Leg,4,0,4,4,FullToss,DownLeg,NotOut,WellTimed,FrontFoot,Sweep,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,1157,False,False,True,False,False,False,4,0,0,0,0,False,True,,,,,
1112275,3,8.33,10.0,0.0,0.0,25.0,1.0,10.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:09:49Z,3,13,False,15012,Tilly Corteen-Coleman,433,Tammy Beaumont,390,Sophia Dunkley,344,142,Deep Mid Wicket,1,0,1,1,LengthBall,LegStump,NotOut,None,DownTheTrack,Worked,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,True,False,1157,False,False,True,False,True,False,1,0,0,0,0,False,False,,,,,
1112275,3,8.33,10.0,0.0,0.0,25.0,1.0,10.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:10:22Z,4,14,False,15012,Tilly Corteen-Coleman,390,Sophia Dunkley,433,Tammy Beaumont,209,204,Deep Extra Cover,4,0,4,4,LengthBall,OutsideOff,NotOut,WellTimed,DownTheTrack,Drive,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,1157,False,False,True,False,True,False,4,0,0,0,0,False,True,,,,,
1112275,3,8.33,10.0,0.0,0.0,25.0,1.0,10.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:10:53Z,5,15,False,15012,Tilly Corteen-Coleman,390,Sophia Dunkley,433,Tammy Beaumont,120,88,Short Third Man,1,0,1,1,HalfVolley,OutsideOff,NotOut,BottomEdge,FrontFoot,ReverseSweep,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,1157,False,False,True,False,True,False,1,0,0,0,0,False,False,,,,,
1112277,4,6.75,1.0,0.0,1.0,27.0,1.0,2.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:12:01Z,1,16,False,408,Sophie Devine,433,Tammy Beaumont,390,Sophia Dunkley,292,95,Mid On,1,0,1,1,HalfVolley,OutsideOff,NotOut,MisTimed,FrontFoot,Slog,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,1157,False,False,True,False,True,False,1,0,0,0,0,False,False,,,,,
1112277,4,6.75,1.0,0.0,1.0,27.0,1.0,2.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:12:32Z,2,17,False,408,Sophie Devine,390,Sophia Dunkley,433,Tammy Beaumont,155,77,Backward Point,0,0,0,0,LengthBall,OffStump,NotOut,LeadingEdge,FrontFoot,Worked,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,1157,False,False,True,False,True,False,0,0,0,0,0,False,False,,,,,
1112277,4,6.75,1.0,0.0,1.0,27.0,1.0,2.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:13:01Z,3,18,False,408,Sophie Devine,390,Sophia Dunkley,433,Tammy Beaumont,58,77,Short Fine Leg,0,1,1,0,Short,OutsideOff,NotOut,Left,Ducked,Leave,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,True,False,False,False,1157,False,False,True,False,True,False,1,1,0,0,0,False,False,,,,,
1112277,4,6.75,1.0,0.0,1.0,27.0,1.0,2.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:13:33Z,4,19,False,408,Sophie Devine,433,Tammy Beaumont,390,Sophia Dunkley,90,48,Wicketkeeper,0,0,0,0,LengthBall,OutsideOff,NotOut,Missed,FrontFoot,Drive,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,1157,False,False,True,False,True,False,0,0,0,0,0,False,False,,,,,
1112277,4,6.75,1.0,0.0,1.0,27.0,1.0,2.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:14:01Z,5,20,False,408,Sophie Devine,433,Tammy Beaumont,390,Sophia Dunkley,224,47,Short Extra Cover,0,0,0,0,LengthBall,OffStump,NotOut,None,FrontFoot,Pushed,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,1157,False,False,True,False,True,False,0,0,0,0,0,False,False,,,,,
1112280,5,6.4,5.0,1.0,0.0,32.0,2.0,5.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:14:59Z,1,21,False,2887,Lauren Bell,390,Sophia Dunkley,433,Tammy Beaumont,222,197,Deep Extra Cover,4,0,4,4,BackOfALength,OutsideOff,NotOut,WellTimed,DownTheTrack,Drive,NoMovement,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,True,False,True,False,4,0,0,0,0,False,True,,,,,0.0
1112280,5,6.4,5.0,1.0,0.0,32.0,2.0,5.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:17:41Z,2,22,False,2887,Lauren Bell,390,Sophia Dunkley,433,Tammy Beaumont,244,92,Mid Off,1,0,1,1,LengthBall,OutsideOff,NotOut,WellTimed,FrontFoot,Drive,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,True,False,True,False,1,0,0,0,0,False,False,,,,,0.0
1112280,5,6.4,5.0,1.0,0.0,32.0,2.0,5.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:18:23Z,3,23,True,2887,Lauren Bell,433,Tammy Beaumont,390,Sophia Dunkley,300,93,Mid On,0,0,0,0,LengthBall,OutsideOff,NotOut,MisTimed,DownTheTrack,Slog,AwaySwinger,Over,Fast,Right,Out2ndUmpire,NotReferred,Null,False,False,False,False,False,False,45,False,False,True,False,True,False,0,0,0,0,0,False,False,Caught,433.0,Tammy Beaumont,Caught,3.0
1112280,5,6.4,5.0,1.0,0.0,32.0,2.0,5.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:19:42Z,4,24,False,2887,Lauren Bell,411,Georgia Elwiss,390,Sophia Dunkley,298,98,Mid On,0,0,0,0,HalfVolley,OffStump,NotOut,MisTimed,FrontFoot,Drive,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,True,False,True,False,0,0,0,0,0,False,False,,,,,0.0
1112280,5,6.4,5.0,1.0,0.0,32.0,2.0,5.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:20:25Z,5,25,False,2887,Lauren Bell,411,Georgia Elwiss,390,Sophia Dunkley,219,50,Short Extra Cover,0,0,0,0,FullToss,OutsideOff,NotOut,None,FrontFoot,Pushed,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,True,False,True,False,0,0,0,0,0,False,False,,,,,0.0
1112291,6,6.0,4.0,0.0,0.0,36.0,2.0,4.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:21:27Z,1,26,False,394,Mady Villiers,411,Georgia Elwiss,390,Sophia Dunkley,0,103,Square Leg,1,0,1,1,LengthBall,OutsideOff,NotOut,None,BackFoot,Worked,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,False,False,True,False,1,0,0,0,0,False,False,,,,,0.0
1112291,6,6.0,4.0,0.0,0.0,36.0,2.0,4.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:21:50Z,2,27,False,394,Mady Villiers,390,Sophia Dunkley,411,Georgia Elwiss,90,48,Wicketkeeper,0,0,0,0,LengthBall,OutsideOff,Stumped,Missed,FrontFoot,ReverseSweep,OffBreak,Over,OffSpin,Right,NotOut1stUmpire,NotReferred,Null,False,False,False,False,False,True,1157,False,False,False,False,True,False,0,0,0,0,0,False,False,,,,,0.0
1112291,6,6.0,4.0,0.0,0.0,36.0,2.0,4.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:22:24Z,3,28,False,394,Mady Villiers,390,Sophia Dunkley,411,Georgia Elwiss,186,133,Deep Point,1,0,1,1,LengthBall,OutsideOff,NotOut,None,BackFoot,Cut,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,False,False,True,False,1,0,0,0,0,False,False,,,,,0.0
1112291,6,6.0,4.0,0.0,0.0,36.0,2.0,4.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:22:42Z,4,29,False,394,Mady Villiers,411,Georgia Elwiss,390,Sophia Dunkley,20,148,Deep Backward Square Leg,1,0,1,1,LengthBall,OutsideOff,NotOut,None,BackFoot,Worked,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,False,False,True,False,1,0,0,0,0,False,False,,,,,0.0
1112291,6,6.0,4.0,0.0,0.0,36.0,2.0,4.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:23:07Z,5,30,False,394,Mady Villiers,390,Sophia Dunkley,411,Georgia Elwiss,15,108,Backward Square Leg,1,0,1,1,LengthBall,LegStump,NotOut,None,FrontFoot,Worked,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,False,False,True,False,1,0,0,0,0,False,False,,,,,0.0
1112292,7,5.29,1.0,0.0,0.0,37.0,2.0,1.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:24:05Z,1,31,False,412,Georgia Adams,390,Sophia Dunkley,411,Georgia Elwiss,302,51,Silly Mid On,0,0,0,0,LengthBall,OutsideOff,NotOut,MisTimed,BackFoot,Drive,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,1157,False,False,False,False,True,False,0,0,0,0,0,False,False,,,,,0.0
1112292,7,5.29,1.0,0.0,0.0,37.0,2.0,1.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:24:40Z,2,32,False,412,Georgia Adams,390,Sophia Dunkley,411,Georgia Elwiss,270,40,Bowler,0,0,0,0,LengthBall,OutsideOff,NotOut,MisTimed,BackFoot,Drive,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,1157,False,False,False,False,True,False,0,0,0,0,0,False,False,,,,,0.0
1112292,7,5.29,1.0,0.0,0.0,37.0,2.0,1.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:24:54Z,3,33,False,412,Georgia Adams,390,Sophia Dunkley,411,Georgia Elwiss,90,48,Wicketkeeper,0,0,0,0,LengthBall,OutsideOff,NotOut,Missed,BackFoot,Cut,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,1157,False,False,False,False,True,False,0,0,0,0,0,False,False,,,,,0.0
1112292,7,5.29,1.0,0.0,0.0,37.0,2.0,1.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:25:10Z,4,34,False,412,Georgia Adams,390,Sophia Dunkley,411,Georgia Elwiss,338,84,Mid Wicket,0,0,0,0,HalfVolley,LegStump,NotOut,None,DownTheTrack,Worked,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,1157,False,False,False,False,True,False,0,0,0,0,0,False,False,,,,,0.0
1112292,7,5.29,1.0,0.0,0.0,37.0,2.0,1.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:25:32Z,5,35,False,412,Georgia Adams,390,Sophia Dunkley,411,Georgia Elwiss,286,145,Long On,1,0,1,1,LengthBall,LegStump,NotOut,None,DownTheTrack,Drive,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,1157,False,False,False,False,True,False,1,0,0,0,0,False,False,,,,,0.0
1112298,8,5.62,4.0,0.0,4.0,45.0,2.0,8.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:26:24Z,1,36,False,394,Mady Villiers,411,Georgia Elwiss,390,Sophia Dunkley,77,139,Fine Leg,2,0,2,2,LengthBall,MiddleStump,NotOut,None,FrontFoot,Sweep,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,1157,False,False,False,False,True,False,2,0,0,0,0,False,False,,,,,
1112298,8,5.62,4.0,0.0,4.0,45.0,2.0,8.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:26:56Z,2,37,False,394,Mady Villiers,411,Georgia Elwiss,390,Sophia Dunkley,301,59,Silly Mid On,0,0,0,0,HalfVolley,OutsideOff,NotOut,MisTimed,FrontFoot,Worked,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,1157,False,False,False,False,True,False,0,0,0,0,0,False,False,,,,,
1112298,8,5.62,4.0,0.0,4.0,45.0,2.0,8.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:27:17Z,3,38,False,394,Mady Villiers,411,Georgia Elwiss,390,Sophia Dunkley,235,133,Mid Off,1,0,1,1,HalfVolley,OutsideOff,NotOut,None,DownTheTrack,Drive,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,1157,False,False,False,False,True,False,1,0,0,0,0,False,False,,,,,
1112298,8,5.62,4.0,0.0,4.0,45.0,2.0,8.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:27:38Z,4,39,False,394,Mady Villiers,390,Sophia Dunkley,411,Georgia Elwiss,55,87,Short Fine Leg,1,0,1,1,LengthBall,OutsideOff,NotOut,Gloved,FrontFoot,ReverseSweep,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,1157,False,False,False,False,True,False,1,0,0,0,0,False,False,,,,,
1112298,8,5.62,4.0,0.0,4.0,45.0,2.0,8.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:28:05Z,5,40,False,394,Mady Villiers,411,Georgia Elwiss,390,Sophia Dunkley,76,183,Fine Leg,0,4,4,0,HalfVolley,Wide,NotOut,Missed,MovesInfront,Sweep,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,True,False,False,False,1157,False,False,False,False,True,False,4,4,0,0,0,False,False,,,,,
1112300,9,5.56,5.0,1.0,0.0,50.0,3.0,5.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:29:20Z,1,41,False,15012,Tilly Corteen-Coleman,390,Sophia Dunkley,411,Georgia Elwiss,198,77,Cover,0,0,0,0,LengthBall,OutsideOff,NotOut,None,FrontFoot,Pushed,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,False,False,True,False,0,0,0,0,0,False,False,,,,,0.0
1112300,9,5.56,5.0,1.0,0.0,50.0,3.0,5.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:29:39Z,2,42,False,15012,Tilly Corteen-Coleman,390,Sophia Dunkley,411,Georgia Elwiss,203,203,Deep Cover,4,0,4,4,HalfVolley,LegStump,NotOut,WellTimed,BacksAway,Drive,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,True,False,45,False,False,False,False,True,False,4,0,0,0,0,False,True,,,,,0.0
1112300,9,5.56,5.0,1.0,0.0,50.0,3.0,5.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:30:08Z,3,43,True,15012,Tilly Corteen-Coleman,390,Sophia Dunkley,411,Georgia Elwiss,90,48,Wicketkeeper,0,0,0,0,LengthBall,OutsideOff,NotOut,TopEdge,BackFoot,Cut,StockBall,Round,Orthodox,Left,Out2ndUmpire,NotReferred,Null,False,False,False,False,False,False,45,False,False,False,False,True,False,0,0,0,0,0,False,False,Caught,390.0,Sophia Dunkley,Caught,3.0
1112300,9,5.56,5.0,1.0,0.0,50.0,3.0,5.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:31:47Z,4,44,False,15012,Tilly Corteen-Coleman,588,Jessica Jonassen,411,Georgia Elwiss,229,152,Long On,1,0,1,1,LengthBall,OutsideOff,NotOut,None,FrontFoot,Worked,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,False,False,True,False,1,0,0,0,0,False,False,,,,,0.0
1112300,9,5.56,5.0,1.0,0.0,50.0,3.0,5.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:32:19Z,5,45,False,15012,Tilly Corteen-Coleman,411,Georgia Elwiss,588,Jessica Jonassen,163,83,Backward Point,0,0,0,0,LengthBall,OutsideOff,NotOut,None,FrontFoot,Pushed,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,False,False,True,False,0,0,0,0,0,False,False,,,,,0.0
1112304,10,5.8,8.0,0.0,0.0,58.0,3.0,8.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:33:17Z,1,46,False,394,Mady Villiers,411,Georgia Elwiss,588,Jessica Jonassen,65,198,Fine Leg,4,0,4,4,HalfVolley,LegStump,NotOut,InsideEdge,DeepInCrease,Worked,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,False,False,True,False,4,0,0,0,0,False,True,,,,,0.0
1112304,10,5.8,8.0,0.0,0.0,58.0,3.0,8.0,40159,,22872,The Hundred 2025 - Women,1,902,Welsh Fire Women,899,Southern Brave Women,2025-08-20T16:33:52Z,2,47,False,394,Mady Villiers,411,Georgia Elwiss,588,Jessica Jonassen,160,81,Backward Point,1,0,1,1,LengthBall,OutsideOff,NotOut,None,FrontFoot,Drive,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,False,False,True,False,1,0,0,0,0,False,False,,,,,0.0
