over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,id,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,matchName
1587026,2,4.0,6.0,1.0,1.0,8.0,1.0,7.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437217,2026-05-25T16:08:03Z,5,True,11088,Mohammad Ali,2729,Michael Jones,192,Keaton Jennings,90,48,Wicketkeeper,0,0,0,0,BackOfALength,Null,NotOut,Edged,0,Cut,Null,Over,FastSeam,Right,Out1stUmpire,NotReferred,Null,False,False,False,False,False,False,95,False,False,True,False,False,False,0,0,0,0,0,False,False,Caught,2729.0,Michael Jones,Caught,
1587026,2,4.0,6.0,1.0,1.0,8.0,1.0,7.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437222,2026-05-25T16:09:40Z,6,False,11088,Mohammad Ali,11452,Matty Hurst,192,Keaton Jennings,90,48,Wicketkeeper,0,0,0,0,BackOfALength,Null,NotOut,Left,0,Leave,Null,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1587031,3,6.0,10.0,0.0,0.0,18.0,1.0,10.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437224,2026-05-25T16:10:32Z,1,False,2644,George Linde,192,Keaton Jennings,11452,Matty Hurst,156,55,Leg Gully,1,0,1,1,LengthBall,Null,NotOut,Played,0,Sweep,Null,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,
1587031,3,6.0,10.0,0.0,0.0,18.0,1.0,10.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437227,2026-05-25T16:11:13Z,2,False,2644,George Linde,11452,Matty Hurst,192,Keaton Jennings,357,88,Square Leg,1,0,1,1,HalfVolley,Null,NotOut,Played,0,Flick,Null,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,
1587031,3,6.0,10.0,0.0,0.0,18.0,1.0,10.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437230,2026-05-25T16:12:00Z,3,False,2644,George Linde,192,Keaton Jennings,11452,Matty Hurst,270,40,Bowler,0,0,0,0,BackOfALength,Null,NotOut,MisTimed,0,Pushed,Null,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1587031,3,6.0,10.0,0.0,0.0,18.0,1.0,10.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437232,2026-05-25T16:12:26Z,4,False,2644,George Linde,192,Keaton Jennings,11452,Matty Hurst,145,167,Fine Leg,4,0,4,4,LengthBall,Null,NotOut,WellTimed,0,SlogSweep,Null,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,True,False,48,False,False,True,False,False,False,4,0,0,0,0,True,False,,,,,
1587031,3,6.0,10.0,0.0,0.0,18.0,1.0,10.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437235,2026-05-25T16:13:10Z,5,False,2644,George Linde,192,Keaton Jennings,11452,Matty Hurst,278,191,Long Off,4,0,4,4,FullToss,Null,NotOut,Middled,0,Slog,Null,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,True,False,False,False,4,0,0,0,0,True,False,,,,,
1587031,3,6.0,10.0,0.0,0.0,18.0,1.0,10.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437245,2026-05-25T16:13:40Z,6,False,2644,George Linde,192,Keaton Jennings,11452,Matty Hurst,65,11,Silly Point,0,0,0,0,LengthBall,Null,NotOut,HitPad,0,ReverseSweep,Null,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1587034,4,7.5,11.0,0.0,1.0,30.0,1.0,12.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437247,2026-05-25T16:14:30Z,1,False,11088,Mohammad Ali,11452,Matty Hurst,192,Keaton Jennings,46,134,Fine Leg,1,0,1,1,Short,Null,NotOut,Gloved,0,Pull,Null,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,True,False,False,False,1,0,0,0,0,False,True,,,,,
1587034,4,7.5,11.0,0.0,1.0,30.0,1.0,12.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437248,2026-05-25T16:15:20Z,2,False,11088,Mohammad Ali,192,Keaton Jennings,11452,Matty Hurst,143,162,Fine Leg,4,0,4,4,Short,Null,NotOut,Middled,0,Pull,Null,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,True,False,False,False,4,0,0,0,0,True,False,,,,,
1587034,4,7.5,11.0,0.0,1.0,30.0,1.0,12.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437249,2026-05-25T16:16:03Z,3,False,11088,Mohammad Ali,192,Keaton Jennings,11452,Matty Hurst,72,55,First Slip,0,1,1,0,BackOfALength,Null,NotOut,HitPad,0,Pull,Null,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,True,False,False,95,False,False,True,False,False,False,1,0,0,1,0,False,False,,,,,
1587034,4,7.5,11.0,0.0,1.0,30.0,1.0,12.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437253,2026-05-25T16:16:53Z,4,False,11088,Mohammad Ali,11452,Matty Hurst,192,Keaton Jennings,332,189,Deep Mid Wicket,6,0,6,6,HalfVolley,Null,NotOut,Middled,0,Slog,Null,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,True,False,95,False,False,True,False,False,False,6,0,0,0,0,True,False,,,,,
1587034,4,7.5,11.0,0.0,1.0,30.0,1.0,12.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437255,2026-05-25T16:17:46Z,5,False,11088,Mohammad Ali,11452,Matty Hurst,192,Keaton Jennings,189,67,Point,0,0,0,0,HalfVolley,Null,NotOut,Middled,0,Drive,Null,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1587034,4,7.5,11.0,0.0,1.0,30.0,1.0,12.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437258,2026-05-25T16:18:30Z,6,False,11088,Mohammad Ali,11452,Matty Hurst,192,Keaton Jennings,62,52,Leg Slip,0,0,0,0,LengthBall,Null,NotOut,HitBody,0,Scoop,Null,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1587037,5,9.8,19.0,0.0,0.0,49.0,1.0,19.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437259,2026-05-25T16:19:50Z,1,False,189,Dillon Pennington,192,Keaton Jennings,11452,Matty Hurst,106,185,Fine Leg,4,0,4,4,LengthBall,Null,NotOut,Middled,0,Scoop,Null,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,True,False,48,False,False,True,False,False,False,4,0,0,0,0,True,False,,,,,
1587037,5,9.8,19.0,0.0,0.0,49.0,1.0,19.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437262,2026-05-25T16:20:33Z,2,False,189,Dillon Pennington,192,Keaton Jennings,11452,Matty Hurst,176,180,Deep Square Leg,6,0,6,6,LengthBall,Null,NotOut,Middled,0,Slog,Null,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,True,False,48,False,False,True,False,False,False,6,0,0,0,0,True,False,,,,,
1587037,5,9.8,19.0,0.0,0.0,49.0,1.0,19.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437265,2026-05-25T16:21:18Z,3,False,189,Dillon Pennington,192,Keaton Jennings,11452,Matty Hurst,90,48,Wicketkeeper,0,0,0,0,Short,Null,NotOut,Missed,0,Pull,SlowerBall,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1587037,5,9.8,19.0,0.0,0.0,49.0,1.0,19.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437267,2026-05-25T16:21:50Z,4,False,189,Dillon Pennington,192,Keaton Jennings,11452,Matty Hurst,168,137,Deep Backward Square Leg,1,0,1,1,Short,Null,NotOut,WellTimed,0,Pull,SlowerBall,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,
1587037,5,9.8,19.0,0.0,0.0,49.0,1.0,19.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437268,2026-05-25T16:22:25Z,5,False,189,Dillon Pennington,11452,Matty Hurst,192,Keaton Jennings,330,199,Deep Mid Wicket,4,0,4,4,BackOfALength,Null,NotOut,WellTimed,0,Slog,Null,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,True,False,48,False,False,True,False,False,False,4,0,0,0,0,True,False,,,,,
1587037,5,9.8,19.0,0.0,0.0,49.0,1.0,19.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437272,2026-05-25T16:23:01Z,6,False,189,Dillon Pennington,11452,Matty Hurst,192,Keaton Jennings,273,185,Long On,4,0,4,4,HalfVolley,Null,NotOut,Middled,0,Drive,Null,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,True,False,48,False,False,True,False,False,False,4,0,0,0,0,True,False,,,,,
1587040,6,9.17,5.0,0.0,1.0,55.0,1.0,6.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437280,2026-05-25T16:24:14Z,1,False,14021,Farhan Ahmed,192,Keaton Jennings,11452,Matty Hurst,304,137,Long Off,1,0,1,1,HalfVolley,Null,NotOut,Played,0,Pushed,Null,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,
1587040,6,9.17,5.0,0.0,1.0,55.0,1.0,6.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437283,2026-05-25T16:24:44Z,2,False,14021,Farhan Ahmed,11452,Matty Hurst,192,Keaton Jennings,270,40,Bowler,0,0,0,0,LengthBall,Null,NotOut,Played,0,ForwardDefensive,Null,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1587040,6,9.17,5.0,0.0,1.0,55.0,1.0,6.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437286,2026-05-25T16:25:02Z,3,False,14021,Farhan Ahmed,11452,Matty Hurst,192,Keaton Jennings,353,156,Deep Square Leg,2,0,2,2,Short,Null,NotOut,WellTimed,0,Pull,Null,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,True,False,False,False,2,0,0,0,0,False,False,,,,,
1587040,6,9.17,5.0,0.0,1.0,55.0,1.0,6.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437289,2026-05-25T16:25:26Z,4,False,14021,Farhan Ahmed,11452,Matty Hurst,192,Keaton Jennings,168,44,Gully,0,0,0,0,BackOfALength,Null,NotOut,HitPad,0,Pull,Null,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1587040,6,9.17,5.0,0.0,1.0,55.0,1.0,6.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437290,2026-05-25T16:25:45Z,5,False,14021,Farhan Ahmed,11452,Matty Hurst,192,Keaton Jennings,171,140,Deep Backward Point,2,0,2,2,BackOfALength,Null,NotOut,Played,0,UpperCut,Null,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,True,False,95,False,False,True,False,False,False,2,0,0,0,0,False,False,,,,,
1587040,6,9.17,5.0,0.0,1.0,55.0,1.0,6.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437293,2026-05-25T16:26:14Z,6,False,14021,Farhan Ahmed,11452,Matty Hurst,192,Keaton Jennings,67,100,Short Fine Leg,0,1,1,0,BackOfALength,Null,NotOut,HitPad,0,Sweep,Null,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,True,False,False,95,False,False,True,False,False,False,1,0,0,1,0,False,False,,,,,
1587042,7,9.0,8.0,0.0,0.0,63.0,1.0,8.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437296,2026-05-25T16:27:29Z,1,False,38,Benny Howell,11452,Matty Hurst,192,Keaton Jennings,241,146,Long Off,1,0,1,1,HalfVolley,Null,NotOut,WellTimed,0,Drive,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,1,0,0,0,0,False,False,,,,,
1587042,7,9.0,8.0,0.0,0.0,63.0,1.0,8.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437299,2026-05-25T16:28:03Z,2,False,38,Benny Howell,192,Keaton Jennings,11452,Matty Hurst,211,127,Mid Wicket,1,0,1,1,BackOfALength,Null,NotOut,Played,0,Pull,Null,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,1,0,0,0,0,False,False,,,,,
1587042,7,9.0,8.0,0.0,0.0,63.0,1.0,8.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437301,2026-05-25T16:28:33Z,3,False,38,Benny Howell,11452,Matty Hurst,192,Keaton Jennings,319,51,Short Mid Wicket,0,0,0,0,HalfVolley,Null,NotOut,Played,0,Pushed,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,0,0,0,0,0,False,False,,,,,
1587042,7,9.0,8.0,0.0,0.0,63.0,1.0,8.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437304,2026-05-25T16:28:54Z,4,False,38,Benny Howell,11452,Matty Hurst,192,Keaton Jennings,270,40,Bowler,0,0,0,0,Yorker,Null,NotOut,Played,0,ForwardDefensive,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,0,0,0,0,0,False,False,,,,,
1587042,7,9.0,8.0,0.0,0.0,63.0,1.0,8.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437307,2026-05-25T16:29:17Z,5,False,38,Benny Howell,11452,Matty Hurst,192,Keaton Jennings,270,40,Bowler,0,0,0,0,LengthBall,Null,NotOut,WellTimed,0,Slog,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,0,0,0,0,0,False,False,,,,,
1587042,7,9.0,8.0,0.0,0.0,63.0,1.0,8.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437310,2026-05-25T16:29:45Z,6,False,38,Benny Howell,11452,Matty Hurst,192,Keaton Jennings,329,184,Deep Mid Wicket,6,0,6,6,Short,Null,NotOut,WellTimed,0,Pull,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,True,False,48,False,False,False,False,False,False,6,0,0,0,0,True,False,,,,,
1587045,8,9.75,15.0,0.0,3.0,78.0,1.0,15.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437316,2026-05-25T16:30:59Z,1,False,14021,Farhan Ahmed,192,Keaton Jennings,11452,Matty Hurst,278,186,Long Off,4,0,4,4,HalfVolley,Null,NotOut,Middled,0,Drive,Null,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,True,False,95,False,False,False,False,False,False,4,0,0,0,0,True,False,,,,,
1587045,8,9.75,15.0,0.0,3.0,78.0,1.0,15.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437318,2026-05-25T16:31:27Z,2,False,14021,Farhan Ahmed,192,Keaton Jennings,11452,Matty Hurst,264,72,Silly Mid On,1,0,1,1,LengthBall,Null,NotOut,Edged,0,Worked,Null,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,False,False,False,False,1,0,0,0,0,False,True,,,,,
1587045,8,9.75,15.0,0.0,3.0,78.0,1.0,15.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437323,2026-05-25T16:32:06Z,3,False,14021,Farhan Ahmed,11452,Matty Hurst,192,Keaton Jennings,81,149,Fine Leg,3,3,3,0,BackOfALength,Null,NotOut,Missed,0,ReverseSweep,Null,Round,OffSpin,Right,Null,NotReferred,Null,True,False,False,False,False,False,95,False,False,False,False,False,False,3,0,3,0,0,False,False,,,,,
1587045,8,9.75,15.0,0.0,3.0,78.0,1.0,15.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437325,2026-05-25T16:32:39Z,3,False,14021,Farhan Ahmed,11452,Matty Hurst,192,Keaton Jennings,306,190,Long On,6,0,6,6,HalfVolley,Null,NotOut,Middled,0,Slog,Null,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,True,False,95,False,False,False,False,False,False,6,0,0,0,0,False,True,,,,,
1587045,8,9.75,15.0,0.0,3.0,78.0,1.0,15.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437328,2026-05-25T16:33:51Z,4,False,14021,Farhan Ahmed,11452,Matty Hurst,192,Keaton Jennings,224,27,Silly Point,0,0,0,0,BackOfALength,Null,NotOut,MisTimed,0,Cut,Null,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,False,False,False,False,0,0,0,0,0,False,False,,,,,
1587045,8,9.75,15.0,0.0,3.0,78.0,1.0,15.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437336,2026-05-25T16:34:08Z,5,False,14021,Farhan Ahmed,11452,Matty Hurst,192,Keaton Jennings,227,48,Short Extra Cover,0,0,0,0,BackOfALength,Null,NotOut,WellTimed,0,Cut,Null,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,False,False,False,False,0,0,0,0,0,False,False,,,,,
1587045,8,9.75,15.0,0.0,3.0,78.0,1.0,15.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437339,2026-05-25T16:34:25Z,6,False,14021,Farhan Ahmed,11452,Matty Hurst,192,Keaton Jennings,295,133,Long On,1,0,1,1,BackOfALength,Null,NotOut,Played,0,Pushed,Null,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,False,False,False,False,1,0,0,0,0,False,False,,,,,
1587050,9,9.22,5.0,0.0,0.0,83.0,1.0,5.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437342,2026-05-25T16:35:35Z,1,False,10100,Joe Pocklington,11452,Matty Hurst,192,Keaton Jennings,171,134,Deep Backward Point,2,0,2,2,BackOfALength,Null,NotOut,Played,0,LateCut,Null,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,2,0,0,0,0,False,False,,,,,
1587050,9,9.22,5.0,0.0,0.0,83.0,1.0,5.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437344,2026-05-25T16:36:02Z,2,False,10100,Joe Pocklington,11452,Matty Hurst,192,Keaton Jennings,270,40,Bowler,0,0,0,0,HalfVolley,Null,NotOut,WellTimed,0,Drive,Null,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,0,0,0,0,0,False,False,,,,,
