over_id,over_overNumber,over_runrate,over_totalInningRuns,over_totalInningWickets,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballNumber,isWicket,fieldingPosition,extras,runs,isBoundry,isAirNotControlled,over_runsConceded,over_wickets,over_runsExtras,over_totalRuns,ballDateTime,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,runsConceded,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount
309498,1,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309498,1,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309498,1,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309498,1,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309498,1,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309498,1,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309497,2,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309497,2,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309497,2,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309497,2,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309497,2,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309497,2,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309497,2,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309496,3,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309496,3,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309496,3,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309496,3,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309496,3,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309496,3,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309495,4,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309495,4,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309495,4,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309495,4,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309495,4,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309495,4,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309495,4,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309494,5,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309494,5,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309494,5,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309494,5,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309494,5,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309494,5,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309494,5,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309493,6,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,1,False,,0,0,False,False,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309493,6,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,2,False,Wicketkeeper,0,0,False,False,0.0,0.0,0.0,0.0,2018-07-27T21:37:54Z,399.0,Roelof van der Merwe,859.0,Nic Maddinson,220.0,Aaron Finch,90.0,48.0,Right,0.0,0.0,LengthBall,Null,Caught,PlayAndMiss,0,ReverseSweep,Null,Over,Orthodox,Right,NotOut2ndUmpire,NotReferred,Null,False,False,False,False,False,True,20.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0
309493,6,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,3,False,,0,0,False,False,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309493,6,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,4,False,,0,0,False,False,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309493,6,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,5,False,,0,0,False,False,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309493,6,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,5,False,,0,0,False,False,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309493,6,,,,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,6,False,,0,0,False,False,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309492,7,15.94,102.0,1.0,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309492,7,15.94,102.0,1.0,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309492,7,15.94,102.0,1.0,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309492,7,15.94,102.0,1.0,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309492,7,15.94,102.0,1.0,10162,,1253,England Domestic T20 2018,2,48,Surrey,31,Somerset,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
