over_id,over_overNumber,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballNumber,isWicket,fieldingPosition,extras,runs,isBoundry,isAirNotControlled,over_runsConceded,over_wickets,over_runsExtras,over_totalRuns,ballDateTime,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,runsConceded,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount
941284,20,34113,,20161,Major League Cricket 2024,1,1293,MI New York,1295,Washington Freedom,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941284,20,34113,,20161,Major League Cricket 2024,1,1293,MI New York,1295,Washington Freedom,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941286,1,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941286,1,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941286,1,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941286,1,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941286,1,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941286,1,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941285,2,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941285,2,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941285,2,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941285,2,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941285,2,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941285,2,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941287,3,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941287,3,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941287,3,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941287,3,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941287,3,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941287,3,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941288,4,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941288,4,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941288,4,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941288,4,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941288,4,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941288,4,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941288,4,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941289,5,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941289,5,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941289,5,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941289,5,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941289,5,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941289,5,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941290,6,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941290,6,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941290,6,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941290,6,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941290,6,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941290,6,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941290,6,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941291,7,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941291,7,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941291,7,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941291,7,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941291,7,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941291,7,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941292,8,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,1,False,,0,0,False,False,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941292,8,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,2,False,,0,0,False,False,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941292,8,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,3,False,,0,0,False,False,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941292,8,34114,,20161,Major League Cricket 2024,2,1295,Washington Freedom,1293,MI New York,4,False,Cover,0,0,False,False,0.0,0.0,0.0,0.0,2024-07-07T03:12:50Z,3484.0,Nosthusha Kenjige,2628.0,Andries Gous,1075.0,Steve Smith,198.0,76.0,0.0,0.0,LengthBall,Wide,NotOut,None,FrontFoot,Pushed,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,1165.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0
